日付,地裁・支部の名称,区分
R09/03/19,長野地方裁判所本庁,特別売却
R09/03/19,長野地方裁判所松本支部,特別売却
R09/03/19,長野地方裁判所伊那支部,特別売却
R09/03/19,横浜地方裁判所横須賀支部,特別売却（農地）
R09/03/19,長野地方裁判所本庁,特別売却（農地）
R09/03/19,長野地方裁判所松本支部,特別売却（農地）
R09/03/19,長野地方裁判所伊那支部,特別売却（農地）
R09/03/19,名古屋地方裁判所岡崎支部,特別売却（農地）
R09/03/23,福島地方裁判所いわき支部,通常
R09/03/23,大津地方裁判所本庁,通常
R09/03/23,福岡地方裁判所小倉支部,通常
R09/03/23,佐賀地方裁判所本庁,通常
R09/03/23,水戸地方裁判所本庁,特別売却
R09/03/23,水戸地方裁判所土浦支部,特別売却
R09/03/23,佐賀地方裁判所本庁,農地
R09/03/23,水戸地方裁判所本庁,特別売却（農地）
R09/03/23,水戸地方裁判所土浦支部,特別売却（農地）
R09/03/24,山口地方裁判所下関支部,通常
R09/03/24,福岡地方裁判所柳川支部,通常
R09/03/25,長野地方裁判所上田支部,通常
R09/03/25,長野地方裁判所上田支部,農地
R09/03/31,青森地方裁判所弘前支部,通常
R09/03/31,長野地方裁判所諏訪支部,通常
R09/04/05,長崎地方裁判所本庁,通常
R09/04/05,長崎地方裁判所本庁,農地
R09/04/07,水戸地方裁判所本庁,通常
R09/04/07,水戸地方裁判所本庁,農地
R09/04/12,水戸地方裁判所土浦支部,通常
R09/04/12,水戸地方裁判所土浦支部,農地
R09/04/13,大津地方裁判所本庁,通常
R09/04/14,前橋地方裁判所高崎支部,通常
R09/04/15,長野地方裁判所飯田支部,特別売却
R09/04/15,長野地方裁判所佐久支部,特別売却
R09/04/15,横浜地方裁判所小田原支部,特別売却（農地）
R09/04/15,長野地方裁判所飯田支部,特別売却（農地）
R09/04/15,長野地方裁判所佐久支部,特別売却（農地）
R09/04/16,和歌山地方裁判所本庁,通常
R09/04/19,水戸地方裁判所本庁,特別売却
R09/04/19,水戸地方裁判所土浦支部,特別売却
R09/04/19,水戸地方裁判所本庁,特別売却（農地）
R09/04/19,水戸地方裁判所土浦支部,特別売却（農地）
R09/04/21,青森地方裁判所弘前支部,特別売却
R09/04/21,大津地方裁判所本庁,特別売却
R09/04/21,旭川地方裁判所本庁,特別売却（農地）
R09/04/21,青森地方裁判所弘前支部,特別売却（農地）
R09/04/21,静岡地方裁判所本庁,特別売却（農地）
R09/04/22,和歌山地方裁判所御坊支部,通常
R09/04/22,前橋地方裁判所高崎支部,特別売却
R09/04/22,徳島地方裁判所本庁,特別売却
R09/04/22,和歌山地方裁判所御坊支部,農地
R09/04/22,前橋地方裁判所高崎支部,特別売却（農地）
R09/04/22,金沢地方裁判所本庁,特別売却（農地）
R09/04/22,静岡地方裁判所沼津支部,特別売却（農地）
R09/04/22,静岡地方裁判所浜松支部,特別売却（農地）
R09/04/22,静岡地方裁判所富士支部,特別売却（農地）
R09/04/22,徳島地方裁判所本庁,特別売却（農地）
R09/04/23,長野地方裁判所本庁,特別売却
R09/04/23,長野地方裁判所上田支部,特別売却
R09/04/23,長野地方裁判所松本支部,特別売却
R09/04/23,長野地方裁判所本庁,特別売却（農地）
R09/04/23,長野地方裁判所上田支部,特別売却（農地）
R09/04/23,大津地方裁判所長浜支部,特別売却（農地）
R09/04/27,福岡地方裁判所小倉支部,通常
R09/04/27,佐賀地方裁判所本庁,通常
R09/04/27,佐賀地方裁判所本庁,農地
R09/04/30,長野地方裁判所諏訪支部,特別売却
R09/04/30,長野地方裁判所諏訪支部,特別売却（農地）
R09/05/06,水戸地方裁判所本庁,通常
R09/05/06,水戸地方裁判所本庁,農地
R09/05/10,水戸地方裁判所土浦支部,通常
R09/05/19,青森地方裁判所弘前支部,特別売却
R09/05/19,青森地方裁判所弘前支部,特別売却（農地）
R09/05/20,横浜地方裁判所小田原支部,特別売却（農地）
R09/05/20,徳島地方裁判所本庁,特別売却（農地）
R09/05/21,長野地方裁判所本庁,特別売却（農地）
R09/05/21,長野地方裁判所松本支部,特別売却（農地）
R09/05/21,長野地方裁判所伊那支部,特別売却（農地）
R09/05/24,水戸地方裁判所本庁,特別売却
R09/05/24,水戸地方裁判所土浦支部,特別売却
R09/05/24,水戸地方裁判所本庁,特別売却（農地）
R09/05/24,水戸地方裁判所土浦支部,特別売却（農地）
R09/05/25,福岡地方裁判所小倉支部,通常
R09/05/25,佐賀地方裁判所本庁,通常
R09/05/25,佐賀地方裁判所本庁,農地
R09/05/26,前橋地方裁判所高崎支部,通常
R09/05/26,大津地方裁判所本庁,特別売却
R09/05/26,前橋地方裁判所高崎支部,農地
R09/05/27,前橋地方裁判所高崎支部,特別売却
R09/05/27,前橋地方裁判所高崎支部,特別売却（農地）
R09/05/27,長野地方裁判所佐久支部,特別売却（農地）
R09/06/02,水戸地方裁判所本庁,通常
R09/06/02,水戸地方裁判所本庁,農地
R09/06/04,長野地方裁判所上田支部,特別売却（農地）
R09/06/07,水戸地方裁判所土浦支部,通常
R09/06/07,水戸地方裁判所土浦支部,農地
R09/06/17,徳島地方裁判所本庁,特別売却（農地）
R09/06/21,水戸地方裁判所本庁,特別売却
R09/06/21,水戸地方裁判所土浦支部,特別売却
R09/06/21,水戸地方裁判所本庁,特別売却（農地）
R09/06/21,水戸地方裁判所土浦支部,特別売却（農地）
R09/07/08,前橋地方裁判所高崎支部,特別売却
R09/07/08,前橋地方裁判所高崎支部,特別売却（農地）
R09/07/20,佐賀地方裁判所本庁,通常
R09/07/20,水戸地方裁判所本庁,特別売却
R09/07/20,水戸地方裁判所土浦支部,特別売却
R09/07/20,佐賀地方裁判所本庁,農地
R09/07/20,水戸地方裁判所本庁,特別売却（農地）
R09/07/20,水戸地方裁判所土浦支部,特別売却（農地）
R09/07/28,前橋地方裁判所高崎支部,通常
R09/07/28,前橋地方裁判所高崎支部,農地
R09/08/02,水戸地方裁判所土浦支部,通常
R09/08/04,水戸地方裁判所本庁,通常
R09/08/04,水戸地方裁判所本庁,農地
R09/08/17,佐賀地方裁判所本庁,通常
R09/08/17,佐賀地方裁判所本庁,農地
R09/08/30,水戸地方裁判所土浦支部,通常
R09/09/01,水戸地方裁判所本庁,通常
R09/09/01,前橋地方裁判所高崎支部,通常
R09/09/09,前橋地方裁判所高崎支部,特別売却
R09/09/09,前橋地方裁判所高崎支部,特別売却（農地）
R09/09/13,水戸地方裁判所土浦支部,特別売却
R09/09/13,水戸地方裁判所土浦支部,特別売却（農地）
R09/09/21,佐賀地方裁判所本庁,通常
R09/09/21,水戸地方裁判所本庁,特別売却
R09/09/21,水戸地方裁判所本庁,特別売却（農地）
R09/09/29,水戸地方裁判所本庁,通常
R09/10/04,水戸地方裁判所土浦支部,通常
R09/10/06,前橋地方裁判所高崎支部,通常
R09/10/12,水戸地方裁判所土浦支部,特別売却
R09/10/14,前橋地方裁判所高崎支部,特別売却
R09/10/18,水戸地方裁判所本庁,特別売却
R09/10/18,水戸地方裁判所本庁,特別売却（農地）
R09/10/19,佐賀地方裁判所本庁,通常
R09/10/27,水戸地方裁判所本庁,通常
R09/11/01,水戸地方裁判所土浦支部,通常
R09/11/15,水戸地方裁判所本庁,特別売却
R09/11/15,水戸地方裁判所土浦支部,特別売却
R09/11/16,佐賀地方裁判所本庁,通常
R09/11/18,前橋地方裁判所高崎支部,特別売却
R09/11/18,前橋地方裁判所高崎支部,特別売却（農地）
R09/12/13,水戸地方裁判所本庁,特別売却
R09/12/13,水戸地方裁判所土浦支部,特別売却
